TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,WeightKg,BMI,Fat,TotalActiveMinutes,ActivityRatio,VeryActiveRatio,SedentaryPercentage,ActivitySleepRatio,StepsPerActiveMinute,CaloriesPerStep
7443,5.01999998092651,5.01999998092651,0.0,1.49000000953674,0.370000004768372,3.16000008583069,0.0,20,10,206,1204,1878,1.0,433.0,463.0,62.5,24.3899993896484,23.5,236,0.16377515614156835,0.08438818565400844,0.8361111111111111,0.543778801843318,31.40506329113924,0.2522837184309511
1201,0.810000002384186,0.810000002384186,0.0,0.0,0.0,0.810000002384186,0.0,0,0,52,1388,1426,1.0,433.0,463.0,62.5,24.3899993896484,23.5,52,0.03608605135322693,0.0,0.9638888888888889,0.11981566820276497,22.660377358490567,1.1863560732113145
5202,3.50999999046326,3.50999999046326,0.0,0.0,0.389999985694885,3.10999989509583,0.0,0,11,223,1206,1780,1.0,433.0,463.0,62.5,24.3899993896484,23.5,234,0.16238723108952116,0.0,0.8375,0.5391705069124424,22.136170212765958,0.34211032096867194
4878,3.28999996185303,3.28999996185303,0.0,0.0,0.0,3.28999996185303,0.0,0,0,204,1236,1742,1.0,433.0,463.0,62.5,24.3899993896484,23.5,204,0.14156835530881332,0.0,0.8583333333333333,0.4700460829493088,23.795121951219514,0.35704037712646036
7379,4.96999979019165,4.96999979019165,0.0,0.0,0.0,4.96999979019165,0.0,0,0,319,1121,1972,1.0,433.0,463.0,62.5,24.3899993896484,23.5,319,0.22137404580152673,0.0,0.7784722222222222,0.7350230414746544,23.059375,0.2672086720867209
5161,3.48000001907349,3.48000001907349,0.0,0.0,0.0,3.47000002861023,0.0,0,0,247,1193,1821,1.0,433.0,463.0,62.5,24.3899993896484,23.5,247,0.1714087439278279,0.0,0.8284722222222223,0.5691244239631337,20.81048387096774,0.3527702440914374
3090,2.07999992370605,2.07999992370605,0.0,0.0,0.0,2.07999992370605,0.0,0,0,145,1295,1630,1.0,433.0,463.0,62.5,24.3899993896484,23.5,145,0.10062456627342123,0.0,0.8993055555555556,0.33410138248847926,21.164383561643834,0.527337431252022
6227,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.19999980926514,0.0,0,0,290,1150,1899,1.0,433.0,463.0,62.5,24.3899993896484,23.5,290,0.20124913254684246,0.0,0.7986111111111112,0.6682027649769585,21.398625429553263,0.30491329479768786
6424,4.32999992370605,4.32999992370605,0.0,0.0,0.0,4.32999992370605,0.0,0,0,300,1140,1903,1.0,433.0,463.0,62.5,24.3899993896484,23.5,300,0.2081887578070784,0.0,0.7916666666666666,0.6912442396313364,21.3421926910299,0.29618677042801556
2661,1.78999996185303,1.78999996185303,0.0,0.0,0.0,1.78999996185303,0.0,0,0,128,830,1125,1.0,433.0,463.0,62.5,24.3899993896484,23.5,128,0.1334723670490094,0.0,0.5763888888888888,0.29493087557603687,20.627906976744185,0.4226145755071375
10113,6.82999992370605,6.82999992370605,0.0,2.0,0.620000004768372,4.19999980926514,0.0,28,13,320,964,2344,1.0,433.0,463.0,62.5,24.3899993896484,23.5,361,0.2722473604826546,0.07734806629834254,0.6694444444444444,0.8317972350230415,27.93646408839779,0.231757959264386
10352,7.01000022888184,7.01000022888184,0.0,1.6599999666214,1.94000005722046,3.41000008583069,0.0,19,32,195,676,2038,1.0,467.0,531.0,62.5,24.3899993896484,23.5,246,0.26652221018418204,0.07692307692307693,0.46944444444444444,0.5256410256410257,41.91093117408907,0.19685115425480537
10129,6.69999980926514,6.69999980926514,0.0,0.0199999995529652,2.74000000953674,3.94000005722046,0.0,1,48,206,705,2010,1.0,445.0,489.0,62.5,24.3899993896484,23.5,255,0.26534859521331944,0.00390625,0.4895833333333333,0.5717488789237668,39.56640625,0.19842053307008883
10465,6.92000007629395,6.92000007629395,0.0,0.0700000002980232,1.41999995708466,5.42999982833862,0.0,1,24,284,720,2133,1.0,452.0,504.0,62.5,24.3899993896484,23.5,309,0.3,0.0032258064516129032,0.5,0.6821192052980133,33.75806451612903,0.20380278998662335
22244,15.0799999237061,15.0799999237061,0.0,5.44999980926514,4.09999990463257,5.53000020980835,0.0,66,72,268,968,2670,1.0,433.0,463.0,62.5,24.3899993896484,23.5,406,0.2952727272727273,0.16216216216216217,0.6722222222222223,0.9354838709677419,54.65356265356265,0.12002697235333783
5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882,1.0,556.0,602.0,62.5,24.3899993896484,23.5,257,0.33550913838120106,0.003875968992248062,0.3527777777777778,0.4614003590664273,21.209302325581394,0.34386990681527496
8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944,1.0,500.0,557.0,62.5,24.3899993896484,23.5,233,0.25548245614035087,0.04700854700854701,0.4708333333333333,0.46506986027944114,35.243589743589745,0.23569350145489815
6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346,1.0,465.0,514.0,62.5,24.3899993896484,23.5,389,0.37475915221579964,0.0,0.45,0.8347639484978541,17.20769230769231,0.34952324195470796
10999,7.26999998092651,7.26999998092651,0.0,0.680000007152557,1.80999994277954,4.78000020980835,0.0,11,43,269,1011,2198,1.0,433.0,463.0,62.5,24.3899993896484,23.5,323,0.24194756554307117,0.033950617283950615,0.7020833333333333,0.7442396313364056,33.94753086419753,0.1998181818181818
10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,1.0,460.0,484.0,62.5,24.3899993896484,23.5,257,0.2522080471050049,0.08914728682170543,0.5284722222222222,0.5574837310195228,39.06976744186046,0.2031544489633965
7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,1.0,405.0,461.0,62.5,24.3899993896484,23.5,242,0.236328125,0.037037037037037035,0.5423611111111111,0.5960591133004927,32.11522633744856,0.24932735426008967
16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,1.0,374.0,386.0,62.5,24.3899993896484,23.5,427,0.41903827281648676,0.07476635514018691,0.41041666666666665,1.1386666666666667,39.48831775700935,0.1555437226363744
9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,1.0,442.0,459.0,62.5,24.3899993896484,23.5,360,0.38095238095238093,0.0,0.40555555555555556,0.8126410835214447,26.235457063711912,0.23089104729729729
9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,1.0,433.0,471.0,62.5,24.3899993896484,23.5,303,0.3166144200626959,0.049342105263157895,0.4534722222222222,0.6981566820276498,31.19078947368421,0.22092164926710955
5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,1.0,436.0,490.0,62.5,24.3899993896484,23.5,227,0.23645833333333333,0.0,0.5083333333333333,0.5194508009153318,26.228070175438596,0.31115198127403443
11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,1.0,448.0,499.0,62.5,24.3899993896484,23.5,330,0.34591194968553457,0.07854984894259819,0.4326388888888889,0.734966592427617,34.51057401812689,0.19205182072829133
5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,1.0,408.0,450.0,62.5,24.3899993896484,23.5,229,0.23038229376257546,0.0,0.5305555555555556,0.5599022004889975,23.64782608695652,0.3408088235294118
42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,1.0,411.0,473.0,62.5,24.3899993896484,23.5,4,0.5714285714285714,0.0,0.001388888888888889,0.009708737864077669,8.4,9.372093023255815
8796,5.90999984741211,5.90999984741211,0.0,0.109999999403954,0.930000007152557,4.88000011444092,0.0,2,21,356,1061,1982,1.0,433.0,463.0,62.5,24.3899993896484,23.5,379,0.2630117973629424,0.005263157894736842,0.7368055555555556,0.8732718894009217,23.147368421052633,0.22530408093668297
7618,5.11999988555908,5.11999988555908,0.0,0.0,0.219999998807907,4.88000011444092,0.0199999995529652,0,8,404,1028,2004,1.0,433.0,463.0,62.5,24.3899993896484,23.5,412,0.28591256072172105,0.0,0.7138888888888889,0.9493087557603687,18.4455205811138,0.26302664391652447
7910,5.32000017166138,5.32000017166138,0.0,0.0,0.0,5.32000017166138,0.0,0,0,331,1109,1893,1.0,433.0,463.0,62.5,24.3899993896484,23.5,331,0.22970159611380986,0.0,0.7701388888888889,0.7626728110599078,23.825301204819276,0.23928706863860447
8482,5.69999980926514,5.69999980926514,0.0,0.0,0.0,5.69000005722046,0.0099999997764825,0,0,448,992,2063,1.0,433.0,463.0,62.5,24.3899993896484,23.5,448,0.3108952116585704,0.0,0.6888888888888889,1.032258064516129,18.89086859688196,0.2431922668867146
9685,6.65000009536743,6.65000009536743,0.0,3.10999989509583,0.0199999995529652,3.50999999046326,0.0099999997764825,47,1,305,1087,2148,1.0,433.0,463.0,62.5,24.3899993896484,23.5,353,0.24496877168632894,0.1327683615819209,0.7548611111111111,0.8133640552995391,27.358757062146893,0.22176336981209993
2524,1.70000004768372,1.70000004768372,0.0,0.0,0.349999994039536,1.3400000333786,0.0,0,8,160,1272,1529,1.0,433.0,463.0,62.5,24.3899993896484,23.5,168,0.11658570437196392,0.0,0.8833333333333333,0.3870967741935484,14.934911242603551,0.6055445544554455
7762,5.23999977111816,5.23999977111816,0.0,0.0700000002980232,0.280000001192093,4.8899998664856,0.0,1,6,311,1122,1890,1.0,433.0,463.0,62.5,24.3899993896484,23.5,318,0.22068008327550312,0.003134796238244514,0.7791666666666667,0.7327188940092166,24.33228840125392,0.24346257889990983
7948,5.36999988555908,5.36999988555908,0.0,0.0,0.0,5.3600001335144,0.0,0,0,389,1051,1956,1.0,433.0,463.0,62.5,24.3899993896484,23.5,389,0.26995142262317834,0.0,0.7298611111111111,0.8963133640552995,20.379487179487178,0.2460686878852686
9202,6.30000019073486,6.30000019073486,0.0,1.50999999046326,0.119999997317791,4.65999984741211,0.0099999997764825,22,5,378,1035,2094,1.0,433.0,463.0,62.5,24.3899993896484,23.5,405,0.28105482303955587,0.054187192118226604,0.71875,0.9331797235023042,22.665024630541872,0.22753449961968925
8859,5.98000001907349,5.98000001907349,0.0,0.129999995231628,0.370000004768372,5.46999979019165,0.0099999997764825,2,10,371,1057,1970,1.0,433.0,463.0,56.7000007629395,21.4500007629395,23.5,383,0.26578764746703676,0.005208333333333333,0.7340277777777777,0.8824884792626728,23.0703125,0.22234762979683972
7286,4.90000009536743,4.90000009536743,0.0,0.46000000834465,0.0,4.42000007629395,0.0199999995529652,46,0,366,1028,2241,1.0,433.0,463.0,62.5,24.3899993896484,23.5,412,0.28591256072172105,0.11138014527845036,0.7138888888888889,0.9493087557603687,17.641646489104115,0.30753396459448334
9317,6.34999990463257,6.34999990463257,0.0,2.08999991416931,0.230000004172325,4.01999998092651,0.0099999997764825,28,5,330,1077,2021,1.0,433.0,463.0,62.5,24.3899993896484,23.5,363,0.25190839694656486,0.07692307692307693,0.7479166666666667,0.836405529953917,25.596153846153847,0.21689203691779352
6873,4.67999982833862,4.67999982833862,0.0,3.0,0.0599999986588955,1.62000000476837,0.0,46,1,190,1203,1898,1.0,433.0,463.0,62.5,24.3899993896484,23.5,237,0.16446911866759195,0.19327731092436976,0.8354166666666667,0.5460829493087558,28.8781512605042,0.27611288914751236
7373,4.94999980926514,4.94999980926514,0.0,0.0,0.0,4.94999980926514,0.0,0,0,359,1081,1907,1.0,433.0,463.0,62.5,24.3899993896484,23.5,359,0.24913254684247052,0.0,0.7506944444444444,0.8271889400921659,20.480555555555554,0.25861133713045836
8242,5.53999996185303,5.53999996185303,0.0,0.119999997317791,0.180000007152557,5.23999977111816,0.0,2,5,309,1124,1882,1.0,433.0,463.0,62.5,24.3899993896484,23.5,316,0.21929215822345594,0.006309148264984227,0.7805555555555556,0.728110599078341,26.0,0.2283149338832949
3516,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,46,0,197,1197,1966,1.0,433.0,463.0,62.5,24.3899993896484,23.5,243,0.16863289382373353,0.1885245901639344,0.83125,0.5599078341013825,14.40983606557377,0.5589991470002843
7913,5.40999984741211,5.40999984741211,0.0,2.16000008583069,0.340000003576279,2.91000008583069,0.0,28,7,213,1192,1835,1.0,433.0,463.0,62.5,24.3899993896484,23.5,248,0.17210270645385148,0.11244979919678715,0.8277777777777777,0.5714285714285714,31.779116465863453,0.23186757644680314
7365,4.94999980926514,4.94999980926514,0.0,1.36000001430511,1.4099999666214,2.1800000667572,0.0,20,23,206,1191,1780,1.0,433.0,463.0,62.5,24.3899993896484,23.5,249,0.17279666897987508,0.08,0.8270833333333333,0.5737327188940092,29.46,0.24165082812924246
8452,5.67999982833862,5.67999982833862,0.0,0.330000013113022,1.08000004291534,4.26000022888184,0.0099999997764825,5,20,248,1167,1830,1.0,433.0,463.0,62.5,24.3899993896484,23.5,273,0.18945176960444135,0.01824817518248175,0.8104166666666667,0.6290322580645161,30.846715328467152,0.21649118656098426
7399,4.96999979019165,4.96999979019165,0.0,0.490000009536743,1.03999996185303,3.44000005722046,0.0,7,18,196,1219,1739,1.0,433.0,463.0,62.5,24.3899993896484,23.5,221,0.15336571825121442,0.03153153153153153,0.8465277777777778,0.5092165898617511,33.328828828828826,0.235
7525,5.05999994277954,5.05999994277954,0.0,0.0,0.209999993443489,4.82999992370605,0.0199999995529652,0,7,334,1099,1878,1.0,433.0,463.0,62.5,24.3899993896484,23.5,341,0.2366412213740458,0.0,0.7631944444444444,0.7857142857142857,22.002923976608187,0.24953494552218974
7412,4.98000001907349,4.98000001907349,0.0,0.0599999986588955,0.25,4.65999984741211,0.0099999997764825,1,6,363,1070,1906,1.0,433.0,463.0,62.5,24.3899993896484,23.5,370,0.25676613462873005,0.0026954177897574125,0.7430555555555556,0.8525345622119815,19.97843665768194,0.25711587751247805
8278,5.55999994277954,5.55999994277954,0.0,0.0,0.0,5.55999994277954,0.0,0,0,420,1020,2015,1.0,433.0,463.0,62.5,24.3899993896484,23.5,420,0.2914642609299098,0.0,0.7083333333333334,0.967741935483871,19.66270783847981,0.24338688247372872
8314,5.6100001335144,5.6100001335144,0.0,0.779999971389771,0.800000011920929,4.03000020980835,0.0,13,23,311,1093,1971,1.0,433.0,463.0,62.5,24.3899993896484,23.5,347,0.24080499653018736,0.03735632183908046,0.7590277777777777,0.7995391705069125,23.89080459770115,0.2370414912808178
7063,4.75,4.75,0.0,0.0,0.119999997317791,4.6100001335144,0.0099999997764825,0,5,370,1065,1910,1.0,433.0,463.0,62.5,24.3899993896484,23.5,375,0.260235947258848,0.0,0.7395833333333334,0.8640552995391705,18.784574468085108,0.2703850509626274
4940,3.38000011444092,3.38000011444092,0.0,2.27999997138977,0.550000011920929,0.550000011920929,0.0,75,11,52,1302,1897,1.0,433.0,463.0,62.5,24.3899993896484,23.5,138,0.09576682859125607,0.539568345323741,0.9041666666666667,0.31797235023041476,35.539568345323744,0.3839303784658976
8168,5.53999996185303,5.53999996185303,0.0,2.90000009536743,0.0,2.64000010490417,0.0,46,0,326,1068,2096,1.0,433.0,463.0,62.5,24.3899993896484,23.5,372,0.25815405968077726,0.12332439678284182,0.7416666666666667,0.8571428571428571,21.89812332439678,0.2565797527237116
7726,5.19000005722046,5.19000005722046,0.0,0.0,0.0,5.19000005722046,0.0,0,0,345,1095,1906,1.0,433.0,463.0,62.5,24.3899993896484,23.5,345,0.23941707147814018,0.0,0.7604166666666666,0.7949308755760369,22.329479768786126,0.2466675294422156
8275,5.55999994277954,5.55999994277954,0.0,0.0,0.0,5.55000019073486,0.0099999997764825,0,0,373,1067,1962,1.0,433.0,463.0,62.5,24.3899993896484,23.5,373,0.2588480222068008,0.0,0.7409722222222223,0.8594470046082949,22.12566844919786,0.23707104881585306
6440,4.32999992370605,4.32999992370605,0.0,0.0,0.0,4.32000017166138,0.0099999997764825,0,0,319,1121,1826,1.0,433.0,463.0,62.5,24.3899993896484,23.5,319,0.22137404580152673,0.0,0.7784722222222222,0.7350230414746544,20.125,0.28349635149821456
7566,5.1100001335144,5.1100001335144,0.0,0.0,0.0,5.1100001335144,0.0,0,0,268,720,1431,1.0,433.0,463.0,57.2999992370605,21.6900005340576,23.5,268,0.27098078867542974,0.0,0.5,0.6175115207373272,28.12639405204461,0.18911061186731862
4747,3.24000000953674,3.24000000953674,0.0,0.0,0.0,3.23000001907349,0.0099999997764825,0,0,280,1160,1788,1.0,433.0,463.0,62.5,24.3899993896484,23.5,280,0.19430950728660654,0.0,0.8055555555555556,0.6451612903225806,16.893238434163703,0.37657961246840777
9715,6.63000011444092,6.63000011444092,0.0,0.990000009536743,0.340000003576279,5.26999998092651,0.0199999995529652,16,8,371,1045,2093,1.0,433.0,463.0,62.5,24.3899993896484,23.5,395,0.2741151977793199,0.04040404040404041,0.7256944444444444,0.9101382488479263,24.532828282828284,0.2154178674351585
8844,6.03000020980835,6.03000020980835,0.0,0.340000003576279,1.02999997138977,4.65000009536743,0.0099999997764825,6,25,370,1039,2065,1.0,433.0,463.0,62.5,24.3899993896484,23.5,401,0.2782789729354615,0.014925373134328358,0.7215277777777778,0.923963133640553,22.0,0.23346523459581683
7451,5.07999992370605,5.07999992370605,0.0,0.0,0.0,5.05999994277954,0.0199999995529652,0,0,335,1105,1908,1.0,433.0,463.0,62.5,24.3899993896484,23.5,335,0.23247744621790423,0.0,0.7673611111111112,0.771889400921659,22.175595238095237,0.2560386473429952
6905,4.73000001907349,4.73000001907349,0.0,0.0,0.0,4.69999980926514,0.0299999993294477,0,0,356,1084,1908,1.0,433.0,463.0,62.5,24.3899993896484,23.5,356,0.24705065926439973,0.0,0.7527777777777778,0.8202764976958525,19.34173669467787,0.27628149435273675
8199,5.88000011444092,5.88000011444092,0.0,1.4099999666214,0.100000001490116,4.3600001335144,0.0099999997764825,11,2,322,1105,1964,1.0,433.0,463.0,62.5,24.3899993896484,23.5,335,0.23247744621790423,0.03273809523809524,0.7673611111111112,0.771889400921659,24.401785714285715,0.2395121951219512
6798,4.6399998664856,4.6399998664856,0.0,1.08000004291534,0.200000002980232,3.34999990463257,0.0,20,7,343,1070,2014,1.0,433.0,463.0,62.5,24.3899993896484,23.5,370,0.25676613462873005,0.05390835579514825,0.7430555555555556,0.8525345622119815,18.32345013477089,0.29622003235769967
7711,5.26000022888184,5.26000022888184,0.0,0.0,0.0,5.23999977111816,0.0199999995529652,0,0,376,1064,1985,1.0,433.0,463.0,62.5,24.3899993896484,23.5,376,0.2609299097848716,0.0,0.7388888888888889,0.8663594470046083,20.453580901856764,0.25739107883817425
4880,3.32999992370605,3.32999992370605,0.0,0.839999973773956,0.0900000035762787,2.38000011444092,0.0199999995529652,15,3,274,1148,1867,1.0,433.0,463.0,62.5,24.3899993896484,23.5,292,0.20263705759888967,0.051194539249146756,0.7972222222222223,0.6728110599078341,16.655290102389078,0.3825035853308748
8857,6.07000017166138,6.07000017166138,0.0,1.14999997615814,0.259999990463257,4.6399998664856,0.0099999997764825,18,9,376,1037,2124,1.0,433.0,463.0,62.5,24.3899993896484,23.5,403,0.27966689798750866,0.04455445544554455,0.7201388888888889,0.9285714285714286,21.923267326732674,0.23978324678256943
3843,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.60999989509583,0.0099999997764825,0,0,206,1234,1669,1.0,433.0,463.0,62.5,24.3899993896484,23.5,206,0.14295628036086053,0.0,0.8569444444444444,0.47465437788018433,18.565217391304348,0.4341831425598335
7396,5.07000017166138,5.07000017166138,0.0,1.39999997615814,0.0799999982118607,3.57999992370605,0.0,20,2,303,1115,1995,1.0,433.0,463.0,62.5,24.3899993896484,23.5,325,0.22553782095766828,0.06134969325153374,0.7743055555555556,0.7488479262672811,22.687116564417177,0.26970393402730836
6731,4.59000015258789,4.59000015258789,0.0,0.889999985694885,0.189999997615814,3.49000000953674,0.0199999995529652,14,7,292,1127,1921,1.0,433.0,463.0,62.5,24.3899993896484,23.5,313,0.21721027064538515,0.044585987261146494,0.7826388888888889,0.7211981566820277,21.436305732484076,0.28535353535353536
5995,4.09000015258789,4.09000015258789,0.0,0.0,0.0,4.09000015258789,0.0,0,0,416,1024,2010,1.0,433.0,463.0,62.5,24.3899993896484,23.5,416,0.2886884108258154,0.0,0.7111111111111111,0.9585253456221198,14.376498800959233,0.3352234823215477
8283,5.78999996185303,5.78999996185303,0.0,1.85000002384186,0.0500000007450581,3.86999988555908,0.0099999997764825,22,2,333,1083,2057,1.0,433.0,463.0,62.5,24.3899993896484,23.5,357,0.2477446217904233,0.061452513966480445,0.7520833333333333,0.8225806451612904,23.136871508379887,0.24830999517141478
7904,5.42000007629395,5.42000007629395,0.0,1.58000004291534,0.629999995231628,3.19000005722046,0.0099999997764825,24,13,346,1057,2095,1.0,433.0,463.0,62.5,24.3899993896484,23.5,383,0.26578764746703676,0.0625,0.7340277777777777,0.8824884792626728,20.583333333333332,0.265022137887413
5512,3.75999999046326,3.75999999046326,0.0,0.0,0.0,3.75999999046326,0.0,0,0,385,1055,1972,1.0,433.0,463.0,62.5,24.3899993896484,23.5,385,0.26717557251908397,0.0,0.7326388888888888,0.8870967741935484,14.279792746113989,0.35769998186105567
9135,6.23000001907349,6.23000001907349,0.0,0.0,0.0,6.21999979019165,0.0099999997764825,0,0,402,1038,2044,1.0,433.0,463.0,62.5,24.3899993896484,23.5,402,0.2789729354614851,0.0,0.7208333333333333,0.9262672811059908,22.667493796526056,0.22373029772329248
5250,3.57999992370605,3.57999992370605,0.0,1.05999994277954,0.0900000035762787,2.42000007629395,0.0099999997764825,17,4,300,1119,1946,1.0,433.0,463.0,62.5,24.3899993896484,23.5,321,0.2227619708535739,0.052795031055900624,0.7770833333333333,0.7396313364055299,16.304347826086957,0.37059607693772617
3077,2.09999990463257,2.09999990463257,0.0,0.0,0.0,2.08999991416931,0.0,0,0,172,842,1237,1.0,433.0,463.0,62.5,24.3899993896484,23.5,172,0.16945812807881774,0.0,0.5847222222222223,0.39631336405529954,17.786127167630056,0.4018843404808317
8856,5.98000001907349,5.98000001907349,0.0,3.05999994277954,0.910000026226044,2.00999999046326,0.0,44,19,131,777,1450,1.0,274.0,469.0,62.5,24.3899993896484,23.5,194,0.19958847736625515,0.22564102564102564,0.5395833333333333,0.7054545454545454,45.41538461538462,0.16371231794061195
10035,6.71000003814697,6.71000003814697,0.0,2.02999997138977,2.13000011444092,2.54999995231628,0.0,31,46,153,754,1495,2.0,295.0,456.0,62.5,24.3899993896484,23.5,230,0.233502538071066,0.1341991341991342,0.5236111111111111,0.777027027027027,43.44155844155844,0.1489637305699482
7641,5.1100001335144,5.1100001335144,0.0,0.319999992847443,0.970000028610229,3.8199999332428,0.0,5,23,214,801,1433,1.0,291.0,397.0,62.5,24.3899993896484,23.5,242,0.23180076628352492,0.0205761316872428,0.55625,0.8287671232876712,31.444444444444443,0.18751635697461397
9010,6.05999994277954,6.05999994277954,0.0,1.04999995231628,1.75,3.25999999046326,0.0,15,42,183,644,1468,1.0,424.0,556.0,62.5,24.3899993896484,23.5,240,0.2711864406779661,0.06224066390041494,0.44722222222222224,0.5647058823529412,37.385892116182575,0.16291199644878482
13459,9.0,9.0,0.0,2.02999997138977,4.0,2.97000002861023,0.0,31,83,153,663,1625,1.0,283.0,510.0,62.5,24.3899993896484,23.5,267,0.28678839957035446,0.11567164179104478,0.46041666666666664,0.9401408450704225,50.22014925373134,0.12072808320950966
10415,6.96999979019165,6.96999979019165,0.0,0.699999988079071,2.34999990463257,3.92000007629395,0.0,11,58,205,600,1529,1.0,381.0,566.0,62.5,24.3899993896484,23.5,274,0.31314285714285717,0.04,0.4166666666666667,0.7172774869109948,37.872727272727275,0.14679339477726575
11663,7.80000019073486,7.80000019073486,0.0,0.25,3.73000001907349,3.8199999332428,0.0,4,95,214,605,1584,2.0,412.0,522.0,62.5,24.3899993896484,23.5,313,0.3405875952121872,0.012738853503184714,0.4201388888888889,0.7578692493946732,37.14331210191083,0.13580246913580246
12414,8.77999973297119,8.77999973297119,0.0,2.24000000953674,2.45000004768372,3.96000003814697,0.0,19,67,221,738,1638,1.0,219.0,395.0,62.5,24.3899993896484,23.5,307,0.29349904397705545,0.06168831168831169,0.5125,1.3954545454545455,40.3051948051948,0.1319371727748691
11658,7.82999992370605,7.82999992370605,0.0,0.200000002980232,4.34999990463257,3.27999997138977,0.0,2,98,164,845,1554,2.0,152.0,305.0,62.5,24.3899993896484,23.5,264,0.23783783783783785,0.007547169811320755,0.5868055555555556,1.7254901960784315,43.99245283018868,0.13328758898704862
6093,4.07999992370605,4.07999992370605,0.0,0.0,0.0,4.05999994277954,0.0,0,0,242,712,1397,1.0,332.0,512.0,62.5,24.3899993896484,23.5,242,0.2534031413612565,0.0,0.49444444444444446,0.7267267267267268,25.074074074074073,0.2292418772563177
8911,5.96000003814697,5.96000003814697,0.0,2.32999992370605,0.579999983310699,3.05999994277954,0.0,33,12,188,731,1481,1.0,355.0,476.0,62.5,24.3899993896484,23.5,233,0.24145077720207253,0.14102564102564102,0.5076388888888889,0.6544943820224719,38.08119658119658,0.16618043087971274
12058,8.06999969482422,8.06999969482422,0.0,0.0,4.21999979019165,3.84999990463257,0.0,0,92,252,724,1638,1.0,235.0,372.0,62.5,24.3899993896484,23.5,344,0.32179607109448083,0.0,0.5027777777777778,1.4576271186440677,34.95072463768116,0.13583215855377725
14112,10.0,10.0,0.0,3.26999998092651,4.55999994277954,2.17000007629395,0.0,30,95,129,660,1655,1.0,310.0,526.0,62.5,24.3899993896484,23.5,254,0.27759562841530055,0.11764705882352941,0.4583333333333333,0.8167202572347267,55.34117647058824,0.11726776730673846
11177,8.47999954223633,8.47999954223633,0.0,5.61999988555908,0.430000007152557,2.41000008583069,0.0,50,9,133,781,1570,1.0,262.0,467.0,62.5,24.3899993896484,23.5,192,0.1971252566735113,0.25906735751295334,0.5423611111111111,0.7300380228136882,57.9119170984456,0.14045446412596171
11388,7.61999988555908,7.61999988555908,0.0,0.449999988079071,4.21999979019165,2.95000004768372,0.0,7,95,170,797,1551,1.0,250.0,371.0,62.5,24.3899993896484,23.5,272,0.2542056074766355,0.02564102564102564,0.5534722222222223,1.0836653386454183,41.714285714285715,0.1361840372289051
7193,5.03999996185303,5.03999996185303,0.0,0.0,0.419999986886978,4.61999988555908,0.0,0,10,176,714,1377,1.0,349.0,540.0,62.5,24.3899993896484,23.5,186,0.20643729189789123,0.0,0.49583333333333335,0.5314285714285715,38.46524064171123,0.19140950792326938
7114,4.88000011444092,4.88000011444092,0.0,1.37000000476837,0.28999999165535,3.22000002861023,0.0,15,8,190,804,1407,1.0,261.0,423.0,62.5,24.3899993896484,23.5,213,0.20923379174852652,0.07009345794392523,0.5583333333333333,0.8129770992366412,33.242990654205606,0.1977512297962052
10645,7.75,7.75,0.0,3.74000000953674,1.29999995231628,2.71000003814697,0.0,36,32,150,744,1545,1.0,333.0,478.0,62.5,24.3899993896484,23.5,218,0.22637590861889928,0.1643835616438356,0.5166666666666667,0.6526946107784432,48.60730593607306,0.14512492955100506
